study_name,trial_id,tumor_lineage,tumor_type,lymphoma_subtype,regimen,ICI_agent,ICI_class,chemotherapy_context,timing_architecture,steroid_core_regimen_available,endpoint_label_in_source,endpoint_taxonomy,safety_N,events,rate_percent,grade,source_tier,quantitative_role,source_file_or_url,extraction_note,eligibility_for_primary_pooling,reason_excluded_from_primary_pooling
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,colitis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,colitis,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,diabetes mellitus,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,diabetes mellitus,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,gamma-glutamyl transferase increased,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,gamma-glutamyl transferase increased,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated nephritis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated nephritis,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated pneumonitis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated pneumonitis,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated thyroiditis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated thyroiditis,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,psoriasis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,psoriasis,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,rash maculopapular,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,rash maculopapular,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,immune-mediated AEs and infusion reactions,immune-mediated AE/imAE,113,113,27.9,any grade,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,immune-mediated AEs and infusion reactions,immune-mediated AE/imAE,113,52,12.8,grade >=3,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hypothyroidism,strict irAE,32,32,7.9,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hypothyroidism,strict irAE,32,2,0.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hyperthyroidism,strict irAE,20,20,4.9,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hyperthyroidism,strict irAE,20,0,0.0,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,pneumonitis,strict irAE,20,20,4.9,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,pneumonitis,strict irAE,20,12,3.0,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,colitis,strict irAE,13,13,3.2,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,colitis,strict irAE,13,7,1.7,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,infusion reactions,immune-mediated AE/imAE,12,12,3.0,any grade,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,infusion reactions,immune-mediated AE/imAE,12,2,0.5,grade >=3,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,severe skin reactions,strict irAE,10,10,2.5,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,severe skin reactions,strict irAE,10,10,2.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,nephritis,strict irAE,8,8,2.0,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,nephritis,strict irAE,8,6,1.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hepatitis,strict irAE,7,7,1.7,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hepatitis,strict irAE,7,6,1.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hypophysitis,strict irAE,3,3,0.7,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,hypophysitis,strict irAE,3,0,0.0,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,myositis,strict irAE,3,3,0.7,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,myositis,strict irAE,3,0,0.0,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,pancreatitis,strict irAE,4,4,1.0,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,pancreatitis,strict irAE,4,3,0.7,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,adrenal insufficiency,strict irAE,2,2,0.5,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,adrenal insufficiency,strict irAE,2,1,0.2,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,encephalitis,strict irAE,2,2,0.5,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
